utterance_id,Name,Age,Participant,Utterance,TokenisedUtt,TokenisedUttLower,TokenisedUttNoPunct,UttLen,UtterancesCyrillic,TokenisedUttCyr,UtterancesCyrillicCleaned,UtterancesCyrillicCleanedNormalised,Manually_corrected,utt_cyr_norm_lowercase_nopunct
UTT_017802,ELI,1;07.08,ELI,"e, tam .","['e', ',', 'tam', '.']","['e', ',', 'tam', '.']","['e', 'tam']",2,"Е, там .","['е', 'там']","Е , там .","Е , там .",,е там
UTT_038911,TEF,1;11.25,TEF,daj mi !,"['daj', 'mi', '!']","['daj', 'mi', '!']","['daj', 'mi']",2,Дай ми !,"['дай', 'ми']",Дай ми !,Дай ми !,Дай ми !,дай ми
UTT_028146,SIM,1;11.08,SIM,edno i chetiri .,"['edno', 'i', 'chetiri', '.']","['edno', 'i', 'chetiri', '.']","['edno', 'i', 'chetiri']",3,Едно и четири .,"['едно', 'и', 'четири']",Едно и четири .,Едно и четири .,,едно и четири
UTT_041280,TEF,2;01.16,TEF,"dete, dete [: dvete] !","['dete', ',', 'dvete', '!']","['dete', ',', 'dvete', '!']","['dete', 'dvete']",2,"Дете, дете [: двете] !","['дете', 'дете', 'двете']","Дете , дете !","Дете , двете !","Двете , двете !",дете двете
UTT_000747,ALE,1;05.08,ALE,majma [: mama] dodi [: da dojde] !,"['mama', 'da', 'dojde', '!']","['mama', 'da', 'dojde', '!']","['mama', 'da', 'dojde']",3,Майма [: мама] доди [: да дойде] !,"['майма', 'мама', 'доди', 'да', 'дойде']",Майма доди !,да дойде !,,да дойде
UTT_010130,BOG,2;04.05,BOG,jeshniche [: leshniche] iskam .,"['leshniche', 'iskam', '.']","['leshniche', 'iskam', '.']","['leshniche', 'iskam']",2,Йешниче [: лешниче] искам .,"['йешниче', 'лешниче', 'искам']",Йешниче искам .,лешниче искам .,,лешниче искам
UTT_033851,SIM,2;06.24,SIM,ti me vizhdash.,"['ti', 'me', 'vizhdash', '.']","['ti', 'me', 'vizhdash', '.']","['ti', 'me', 'vizhdash']",3,Ти ме виждаш.,"['ти', 'ме', 'виждаш']",Ти ме виждаш .,Ти ме виждаш .,,ти ме виждаш
UTT_034856,SIM,2;08.05,SIM,pij si vodata!,"['pij', 'si', 'vodata!']","['pij', 'si', 'vodata!']","['pij', 'si', 'vodata!']",3,Пий си водата!,"['пий', 'си', 'водата']",Пий си водата !,Пий си водата !,,пий си водата
UTT_025293,SIM,1;09.05,SIM,ne ikam [: ne iskam] .,"['ne', 'ne', 'iskam', '.']","['ne', 'ne', 'iskam', '.']","['ne', 'ne', 'iskam']",3,Не икам [: не искам] .,"['не', 'икам', 'не', 'искам']",Не икам .,не искам .,,не искам
UTT_027980,SIM,1;11.07,SIM,"ikam [: iskam] pampi [: pampers], ikam [: iskam] az pampi [: pampers] .","['iskam', 'pampers', ',', 'iskam', 'az', 'pampers', '.']","['iskam', 'pampers', ',', 'iskam', 'az', 'pampers', '.']","['iskam', 'pampers', 'iskam', 'az', 'pampers']",5,"Икам [: искам] пампи [: памперс], икам [: искам] аз пампи [: памперс] .","['икам', 'искам', 'пампи', 'памперс', 'икам', 'искам', 'аз', 'пампи', 'памперс']","Икам пампи , икам аз пампи .",искам памперс искам аз памперс .,,искам памперс искам аз памперс
UTT_037027,SIM,2;11.29,SIM,maxni si mucunata.,"['maxni', 'si', 'mucunata', '.']","['maxni', 'si', 'mucunata', '.']","['maxni', 'si', 'mucunata']",3,Маxни си муцуната.,"['маxни', 'си', 'муцуната']",Маxни си муцуната .,Маxни си муцуната .,,маxни си муцуната
UTT_003581,ALE,1;09.19,ALE,"tatko Mecho, myninkoto meche, Masha .","['tatko', 'Mecho', ',', 'myninkoto', 'meche', ',', 'Masha', '.']","['tatko', 'mecho', ',', 'myninkoto', 'meche', ',', 'masha', '.']","['tatko', 'mecho', 'myninkoto', 'meche', 'masha']",5,"Татко мечо, мънинкото мече, маша .","['татко', 'мечо', 'мънинкото', 'мече', 'маша']","Татко мечо , мънинкото мече , маша .","Татко мечо , мънинкото мече , маша .",,татко мечо мънинкото мече маша
UTT_031009,SIM,2;03.16,SIM,shte stane po-malyk.,"['shte', 'stane', 'po-malyk', '.']","['shte', 'stane', 'po-malyk', '.']","['shte', 'stane', 'po-malyk']",3,Ще стане по-малък.,"['ще', 'стане', 'по-малък']",Ще стане по-малък .,Ще стане по-малък .,,ще стане по малък
UTT_002480,ALE,1;07.20,ALE,tava [: shte stava] .,"['shte', 'stava', '.']","['shte', 'stava', '.']","['shte', 'stava']",2,Тава [: ще става] .,"['тава', 'ще', 'става']",Тава .,ще става .,,ще става
UTT_029644,SIM,2;01.25,SIM,"ej, malko, malko.","['ej', ',', 'malko', ',', 'malko', '.']","['ej', ',', 'malko', ',', 'malko', '.']","['ej', 'malko', 'malko']",3,"Ей, малко, малко.","['ей', 'малко', 'малко']","Ей , малко , малко .","Ей , малко , малко .",,ей малко малко
UTT_026326,SIM,1;09.24,SIM,"bebe, bebe, bebe .","['bebe', ',', 'bebe', ',', 'bebe', '.']","['bebe', ',', 'bebe', ',', 'bebe', '.']","['bebe', 'bebe', 'bebe']",3,"Бебе, бебе, бебе .","['бебе', 'бебе', 'бебе']","Бебе , бебе , бебе .","Бебе , бебе , бебе .",,бебе бебе бебе
UTT_020632,SIM,1;05.16,SIM,"pau [: pandelka], pauka [: pandelka] .","['pandelka', ',', 'pandelka', '.']","['pandelka', ',', 'pandelka', '.']","['pandelka', 'pandelka']",2,"Пау [: панделка], паука [: панделка] .","['пау', 'панделка', 'паука', 'панделка']","Пау , паука .",панделка панделка .,,панделка панделка
UTT_008291,BOG,2;01.12,BOG,I natatik [: natatyk]+/?,"['I', 'natatyk', '/?']","['i', 'natatyk', '/?']","['i', 'natatyk', '/?']",3,И нататик [: нататък]+/?,"['и', 'нататик', 'нататък']",И нататик ?,И нататък,,и нататък
UTT_035878,SIM,2;09.24,SIM,zashto slagash sos na kartofite?,"['zashto', 'slagash', 'sos', 'na', 'kartofit', '?']","['zashto', 'slagash', 'sos', 'na', 'kartofit', '?']","['zashto', 'slagash', 'sos', 'na', 'kartofit']",5,Защо слагаш сос на картофите?,"['защо', 'слагаш', 'сос', 'на', 'картофите']",Защо слагаш сос на картофите ?,Защо слагаш сос на картофите ?,Защо слагаш сос на картофите ?,защо слагаш сос на картофите
UTT_023305,SIM,1;08.01,SIM,"gyby [: gyrba], gyby [: gyrba] .","['gyrba', ',', 'gyrba', '.']","['gyrba', ',', 'gyrba', '.']","['gyrba', 'gyrba']",2,"Гъбъ [: гърба], гъбъ [: гърба] .","['гъбъ', 'гърба', 'гъбъ', 'гърба']","Гъбъ , гъбъ .",гърба гърба .,,гърба гърба
UTT_006461,ALE,2;03.12,ALE,da ide [: jade] .,"['da', 'jade', '.']","['da', 'jade', '.']","['da', 'jade']",2,Да иде [: яде] .,"['да', 'иде', 'яде']",Да иде .,Да яде .,Да яде .,да яде
UTT_002519,ALE,1;07.20,ALE,oti [: oshte] ino [: edno edin] puon [: pantalon] .,"['oshte', 'edno', 'edin', 'pantalon', '.']","['oshte', 'edno', 'edin', 'pantalon', '.']","['oshte', 'edno', 'edin', 'pantalon']",4,Оти [: още] ино [: едно един] пуон [: панталон] .,"['оти', 'още', 'ино', 'едно', 'един', 'пуон', 'панталон']",Оти ино пуон .,едно един панталон .,,едно един панталон
UTT_031072,SIM,2;03.16,SIM,chisti drugite kofi.,"['chisti', 'drugite', 'kofi', '.']","['chisti', 'drugite', 'kofi', '.']","['chisti', 'drugite', 'kofi']",3,Чисти другите кофи.,"['чисти', 'другите', 'кофи']",Чисти другите кофи .,Чисти другите кофи .,,чисти другите кофи
UTT_039359,TEF,1;11.25,TEF,tetito ika [: iska] oshte !,"['tetito', 'iska', 'oshte', '!']","['tetito', 'iska', 'oshte', '!']","['tetito', 'iska', 'oshte']",3,Тетито ика [: иска] още !,"['тетито', 'ика', 'иска', 'още']",Тетито ика още !,Тетито иска още !,,тетито иска още
UTT_006679,ALE,2;03.12,ALE,"mamo, kaka se udari .","['mamo', ',', 'kaka', 'se', 'udari', '.']","['mamo', ',', 'kaka', 'se', 'udari', '.']","['mamo', 'kaka', 'se', 'udari']",4,"Мамо, кака се удари .","['мамо', 'кака', 'се', 'удари']","Мамо , кака се удари .","Мамо , кака се удари .",,мамо кака се удари
UTT_009933,BOG,2;04.05,BOG,ej sega shi [: shte] dodi [: dojde]pi [: pri] mene .,"['ej', 'sega', 'shte', 'dojde', 'pri', 'mene', '.']","['ej', 'sega', 'shte', 'dojde', 'pri', 'mene', '.']","['ej', 'sega', 'shte', 'dojde', 'pri', 'mene']",6,Ей сега ши [: ще] доди [: дойде]пи [: при] мене .,"['ей', 'сега', 'ши', 'ще', 'доди', 'дойде', 'пи', 'при', 'мене']",Ей сега ши доди пи мене .,Ей сега ще при мене .,,ей сега ще при мене
UTT_029080,SIM,2;00.24,SIM,"mamo, boli me kracheto tam.","['mamo', ',', 'boli', 'me', 'kracheto', 'tam', '.']","['mamo', ',', 'boli', 'me', 'kracheto', 'tam', '.']","['mamo', 'boli', 'me', 'kracheto', 'tam']",5,"Мамо, боли ме крачето там.","['мамо', 'боли', 'ме', 'крачето', 'там']","Мамо , боли ме крачето там .","Мамо , боли ме крачето там .",,мамо боли ме крачето там
UTT_031673,SIM,2;04.23,SIM,chicho Emo.,"['chicho', 'Emo', '.']","['chicho', 'emo', '.']","['chicho', 'emo']",2,Чичо емо.,"['чичо', 'емо']",Чичо емо .,Чичо емо .,,чичо емо
UTT_043125,TEF,2;03.24,TEF,az nema ti imash dugo [: drugo] detence .,"['az', 'nema', 'ti', 'imash', 'drugo', 'detence', '.']","['az', 'nema', 'ti', 'imash', 'drugo', 'detence', '.']","['az', 'nema', 'ti', 'imash', 'drugo', 'detence']",6,Аз нема ти имаш дуго [: друго] детенце .,"['аз', 'нема', 'ти', 'имаш', 'дуго', 'друго', 'детенце']",Аз нема ти имаш дуго детенце .,Аз нема ти имаш друго детенце .,Аз нема ти имаш друго детенце .,аз нема ти имаш друго детенце
UTT_017132,ELI,1;07.03,ELI,"e, kati .","['e', ',', 'kati', '.']","['e', ',', 'kati', '.']","['e', 'kati']",2,"Е, кати .","['е', 'кати']","Е , кати .","Е , кати .",,е кати
UTT_018127,ELI,1;07.08,ELI,"tati, tati, tati, tati, tati .","['tati', ',', 'tati', ',', 'tati', ',', 'tati', ',', 'tati', '.']","['tati', ',', 'tati', ',', 'tati', ',', 'tati', ',', 'tati', '.']","['tati', 'tati', 'tati', 'tati', 'tati']",5,"Тати, тати, тати, тати, тати .","['тати', 'тати', 'тати', 'тати', 'тати']","Тати , тати , тати , тати , тати .","Тати , тати , тати , тати , тати .",,тати тати тати тати тати
UTT_005317,ALE,1;11.14,ALE,zex [: vzex] cjala nizhka [: knizhka] .,"['vzex', 'cjala', 'knizhka', '.']","['vzex', 'cjala', 'knizhka', '.']","['vzex', 'cjala', 'knizhka']",3,Зеx [: взеx] цяла нижка [: книжка] .,"['зеx', 'взеx', 'цяла', 'нижка', 'книжка']",Зеx цяла нижка .,взеx цяла книжка .,,взеx цяла книжка
UTT_036472,SIM,2;10.09,SIM,toj mi se padna.,"['toj', 'mi', 'se', 'padna', '.']","['toj', 'mi', 'se', 'padna', '.']","['toj', 'mi', 'se', 'padna']",4,Той ми се падна.,"['той', 'ми', 'се', 'падна']",Той ми се падна .,Той ми се падна .,,той ми се падна
UTT_031088,SIM,2;03.16,SIM,"otivam na rabota, pri tati na rabota.","['otivam', 'na', 'rabota', ',', 'pri', 'tati', 'na', 'rabota', '.']","['otivam', 'na', 'rabota', ',', 'pri', 'tati', 'na', 'rabota', '.']","['otivam', 'na', 'rabota', 'pri', 'tati', 'na', 'rabota']",7,"Отивам на работа, при тати на работа.","['отивам', 'на', 'работа', 'при', 'тати', 'на', 'работа']","Отивам на работа , при тати на работа .","Отивам на работа , при тати на работа .",,отивам на работа при тати на работа
UTT_042737,TEF,2;03.24,TEF,ne Mimito .,"['ne', 'Mimito', '.']","['ne', 'mimito', '.']","['ne', 'mimito']",2,Не мимито .,"['не', 'мимито']",Не мимито .,Не мимито .,,не мимито
UTT_020078,SIM,1;04.25,SIM,"nozh, nozh .","['nozh', ',', 'nozh', '.']","['nozh', ',', 'nozh', '.']","['nozh', 'nozh']",2,"Нож, нож .","['нож', 'нож']","Нож , нож .","Нож , нож .",,нож нож
UTT_026422,SIM,1;09.25,SIM,dyzhi [: dyrzhi] bebcheto .,"['dyrzhi', 'bebcheto', '.']","['dyrzhi', 'bebcheto', '.']","['dyrzhi', 'bebcheto']",2,Дъжи [: държи] бебчето .,"['дъжи', 'държи', 'бебчето']",Дъжи бебчето .,държи бебчето .,Държи бебчето .,държи бебчето
UTT_035780,SIM,2;09.20,SIM,"am, am, am.","['am', ',', 'am', ',', 'am', '.']","['am', ',', 'am', ',', 'am', '.']","['am', 'am', 'am']",3,"Ам, ам, ам.","['ам', 'ам', 'ам']","Ам , ам , ам .","Ам , ам , ам .",,ам ам ам
UTT_008626,BOG,2;01.13,BOG,Ima li peperudka na tazi kartinka ?,"['Ima', 'li', 'peperudka', 'na', 'tazi', 'kartinka', '?']","['ima', 'li', 'peperudka', 'na', 'tazi', 'kartinka', '?']","['ima', 'li', 'peperudka', 'na', 'tazi', 'kartinka']",6,Има ли пеперудка на тази картинка ?,"['има', 'ли', 'пеперудка', 'на', 'тази', 'картинка']",Има ли пеперудка на тази картинка ?,Има ли пеперудка на тази картинка ?,Има ли пеперудка на тази картинка ?,има ли пеперудка на тази картинка
UTT_007175,ALE,2;03.12,ALE,"a-u, kuchenceto mi !","['a-u', ',', 'kuchenceto', 'mi', '!']","['a-u', ',', 'kuchenceto', 'mi', '!']","['a-u', 'kuchenceto', 'mi']",3,"А-у, кученцето ми !","['а-у', 'кученцето', 'ми']","А-у , кученцето ми !","А-у , кученцето ми !",,а у кученцето ми
UTT_036780,SIM,2;11.22,SIM,"az tam shte gotvja i v tova, Kalojan tam.","['az', 'tam', 'shte', 'gotvja', 'i', 'v', 'tova', ',', 'Kalojan', 'tam', '.']","['az', 'tam', 'shte', 'gotvja', 'i', 'v', 'tova', ',', 'kalojan', 'tam', '.']","['az', 'tam', 'shte', 'gotvja', 'i', 'v', 'tova', 'kalojan', 'tam']",9,"Аз там ще готвя и в това, калоян там.","['аз', 'там', 'ще', 'готвя', 'и', 'в', 'това', 'калоян', 'там']","Аз там ще готвя и в това , калоян там .","Аз там ще готвя и в това , калоян там .",,аз там ще готвя и в това калоян там
UTT_004268,ALE,1;10.12,ALE,"doube [: dobre], mamo .","['dobre', ',', 'mamo', '.']","['dobre', ',', 'mamo', '.']","['dobre', 'mamo']",2,"Доубе [: добре], мамо .","['доубе', 'добре', 'мамо']","Доубе , мамо .",добре мамо .,,добре мамо
